id,seller,buyer,energy,amount,certification_year,created_at,updated_at,case_id,buyer_eid,seller_paied,buyer_paied,DT_RowIndex
7847,5487,國泰世華商業銀行股份有限公司,太陽能,4,2022,2023-03-25,"2023-03-25 06:30:48",台灣水泥股份有限公司蘇澳廠<br/>太白山礦場太陽能發電站,,1,1,134
7892,36,國泰世華商業銀行股份有限公司,太陽能,33,2022,2023-03-16,"2023-03-16 06:30:43",財團法人工業技術研究院-六甲院區<br/>財團法人工業技術研究院-六甲院區,,1,1,140
7891,4464,國泰世華商業銀行股份有限公司,太陽能,50,2022,2023-03-14,"2023-03-14 11:55:07",裕益汽車股份有限公司<br/>順益一期,,1,1,142
7850,2885,國泰世華商業銀行股份有限公司,太陽能,2,2022,2023-03-08,"2023-03-08 06:30:58",台灣水泥股份有限公司高雄水泥製品廠<br/>台灣水泥股份有限公司高雄水泥製品廠,,1,1,147
7848,5687,國泰世華商業銀行股份有限公司,太陽能,3,2022,2023-03-03,"2023-03-03 06:42:06",台灣水泥股份有限公司台中水泥製品廠<br/>台灣水泥股份有限公司台中水泥製品廠大肚分廠,,1,1,149
7867,4465,國泰世華商業銀行股份有限公司,太陽能,236,2022,2023-03-03,"2023-03-03 06:42:07",財團法人工業技術研究院-中興分院<br/>財團法人工業技術研究院-中興分院,,1,1,150
7173,39,國泰世華商業銀行股份有限公司,太陽能,4,2022,2023-02-24,"2023-02-24 06:30:58",臺北市政府產業發展局<br/>臺北市政府產業發展局,,1,1,155
7832,2885,國泰世華商業銀行股份有限公司,太陽能,8,2022,2023-02-24,"2023-02-24 06:31:00",台灣水泥股份有限公司高雄水泥製品廠<br/>台灣水泥股份有限公司高雄水泥製品廠,,1,1,156
7849,5484,國泰世華商業銀行股份有限公司,太陽能,1,2022,2023-02-24,"2023-02-24 10:50:10","台灣水泥股份有限公司和平分公司<br/>台灣水泥股份有限公司和平廠 (第一期：智能倉庫)",,1,1,161
7172,39,國泰世華商業銀行股份有限公司,太陽能,20,2022,2023-02-24,"2023-02-24 06:30:56","臺北市政府產業發展局<br/>臺北市政府產業發展局 士東市場",,1,1,162
7831,5484,國泰世華商業銀行股份有限公司,太陽能,12,2022,2023-02-22,"2023-02-22 06:30:55","台灣水泥股份有限公司和平分公司<br/>台灣水泥股份有限公司和平廠 (第一期：智能倉庫)",,1,1,166
7130,36,國泰世華商業銀行股份有限公司,太陽能,195,2022,2023-02-15,"2023-02-15 15:10:28",財團法人工業技術研究院-六甲院區<br/>財團法人工業技術研究院-六甲院區,,1,1,170
7131,36,國泰世華商業銀行股份有限公司,太陽能,31,2022,2023-02-15,"2023-02-15 15:10:29",財團法人工業技術研究院-六甲院區<br/>財團法人工業技術研究院-六甲院區,,1,1,172
6567,101,國泰世華商業銀行股份有限公司,太陽能,50,2022,2023-02-02,"2023-02-02 06:31:15",衛生福利部嘉南療養院<br/>衛生福利部嘉南療養院,,1,1,177
5950,44,國泰世華商業銀行股份有限公司,太陽能,9,2022,2023-01-06,"2023-01-06 06:30:44",全利能源實業股份有限公司<br/>全利能源實業股份有限公司,,1,1,185
6507,2132,國泰世華商業銀行股份有限公司,太陽能,20,2022,2023-01-05,"2023-01-05 06:31:02",明徽能源股份有限公司<br/>明徽能源_屋頂二期,,1,1,188
31102,101,國泰世華商業銀行股份有限公司,太陽能,34,2023,2024-03-16,"2024-03-16 06:41:30",衛生福利部嘉南療養院<br/>衛生福利部嘉南療養院,,1,1,3
24387,101,國泰世華商業銀行股份有限公司,太陽能,54,2023,2024-01-24,"2024-01-24 06:30:57",衛生福利部嘉南療養院<br/>衛生福利部嘉南療養院,,1,1,21
