id,seller,buyer,energy,amount,certification_year,created_at,updated_at,case_id,buyer_eid,seller_paied,buyer_paied,DT_RowIndex
24367,2132,台灣微軟營運有限公司,太陽能,600,2023,2024-01-20,"2024-01-20 06:40:51",明徽能源股份有限公司<br/>明徽能源_屋頂二期,,1,1,22
